Rating,Review
9,"I liked it a lot. Every John Wick movie is cool in its own way. I think that John Wick movies have kind of taken the place of James Bond movies. I would have given this a 10/10 but it is a bit slow in parts and very long. I understand they need to take the time to build up and down and they want to make it epic, but I personally think they probably could have shaved at least 20 minutes or even 40 and had it just over 2 hours instead of just under 3 hours. There is such a thing as too much of a good thing and I think 3 hours is long for any movie, even LOTR is a bit draining in parts and those movies are masterpieces. The action sequences are incredible. I love the way they combine martial arts, blades, and guns together in such a cool way. He even uses nunchucks and makes it cool. The locations are beautiful lots of night stuff with bright neon lights in Japan and Europe with classical music and fine works of art. This really is an action movie for the thinking man, unlike that Marvel trash the commoners watch. I keep thinking with every John Wick sequel I hope this isn't the one that finally jumps the shark and ruins the franchise but they have managed to deliver every time. I just hope they don't make the mistake of focusing too much on character and story. In every other movie that would be a good thing but John Wick actually hit on a fundamental truth that in action movies that stuff really doesn't matter, I just want to see lots of cool stunts and fight sequences with the bare minimum of story to hold it all together. Great movie. If they can get away with it and maintain quality I'd love to see them get all the way to John Wick 7."
7,"I saw ""John Wick 4"" yesterday. It is more of the same (and much more) from Keanu Reeves as the titular character. It has Mr. Wick flying all over the world encountering numerous villains who have been set upon him by Marquis de Gramont (played by a deliciously evil Bill Skarsgard). The action set pieces are well done and there are plenty of exotic places to feast your eyes upon like the Osaka Continental and a bizarre Berlin nightclub. Plus, there are ingenious ways for a blind nemesis to fight off attackers. The other actors are fine including the usually reliable Ian McShane, Laurence Fishburn and the late Lance Reddick. And Scott Adkins is perfectly awful as the grossly overweight and terrifying villain ""Killa"". Those are the good points, but here are bad points - the movie is overlong at 165 minutes. Many of the fight scenes are repetitive and add nothing to the story except extend the run time. So, I while I enjoyed the movie, it could have been edited down to about the standard 2 hours without damaging the storyline in the slightest. I think the high rating in IMDB is unjustified at 8.4, and I would rate this one at a 7/10."
9,"John Wick: Chapter 4 delivers another thrilling and action-packed ride that is sure to please fans of the franchise. Directed by Chad Stahelski and starring Keanu Reeves in the title role, this latest installment picks up where the previous film left off and takes the audience on a journey filled with intense fight scenes, high-stakes drama, and breathtaking visuals.

The story picks up with John Wick on the run after being declared excommunicado by the High Table, the shadowy organization that governs the world of assassins. With a $14 million bounty on his head, Wick must use all his skills and cunning to survive and take down his enemies. Along the way, he reunites with old allies and makes new ones, including Sofia (Halle Berry), a fellow assassin with her own set of skills and demons.

One of the standout features of the John Wick franchise is its use of action sequences to drive the plot forward. The fight scenes in Chapter 4 are no exception and are some of the most impressive and inventive in the series. From a motorcycle chase through the streets of Paris to a brutal battle in a subway station, each set-piece is expertly choreographed and executed, showcasing the talents of the actors and stunt performers. It's clear that the filmmakers have a deep respect for the craft of action filmmaking and are committed to pushing the boundaries of what's possible.

But John Wick: Chapter 4 isn't just about the action. The film also delves deeper into the mythology and world-building of the franchise. We learn more about the High Table and its inner workings, as well as the motivations and backstories of some of the key characters. There are also some surprising twists and turns that keep the audience guessing and add new layers of complexity to the narrative.

Of course, no review of a John Wick film would be complete without mentioning the performance of Keanu Reeves. Reeves has always been a charismatic and likable actor, but in this role, he truly shines. He brings a sense of world-weary gravitas to the character of John Wick, and his physicality and commitment to the role are evident in every scene. Reeves is also surrounded by a talented supporting cast, including Halle Berry, Ian McShane, and Laurence Fishburne, who all bring their own unique energy and flair to their respective roles.

Another standout aspect of John Wick: Chapter 4 is its visuals. The film is shot by veteran cinematographer Dan Laustsen, who has worked on previous installments in the franchise as well as other visually stunning films like The Shape of Water. Laustsen's use of color and composition is breathtaking, and he brings a sense of style and elegance to the proceedings that elevates the material beyond typical action movie fare.

In conclusion, John Wick: Chapter 4 is a thrilling and satisfying addition to the franchise. It's clear that the filmmakers have a deep respect for the craft of action filmmaking and are committed to delivering an experience that is both thrilling and emotionally engaging. With its impressive action sequences, deepening mythology, and strong performances, this latest installment is sure to please fans of the series and newcomers alike."
6,"I'm gonna be real, I didnt expect much since this is the 4th chapter but I'm not lying when I say that I was just looking forward for this movie to finish. Not only was it way too long, but it was so tiring seeing the same fighting and shoot out scenes again and again at this point it has become way too repetitive.

The first and second movie kind of managed to make the plot armor seem as much as it could be believable but you just don't feel it anymore, its like zombie waves coming towards him every 5 minutes in which he just headtaps them and they never shoot back they literally just walking targets. I get that he is supposed to be the top assassin but it's just way too much. The third chapter already had began losing it a bit but this movie made it ten times worse.

I'm giving this a better rating than it actually deserves cause the cinematography was really impressive and I really respect the actors effort but outside of that it's nothing u haven't seen in the previous movie."
8,"I've mostly enjoyed the John Wick franchise so far, except Chapter 3, especially it's stunt-driven action choreography, with 'Gun-Fu' being it's strongest franchise trait.

Chapter 4 is able to take this aspect to a whole other level, truly making this film one of the best action films of the last ten years, and containing easily one of the most impressive and creative sequences I've ever seen on film.

You should not come to this film expecting THAT much from it's story or screenplay, I think the film knows that its audience is here for one thing, seeing Keanu have the most Keanu delivery to his lines and be a bulletproof killing machine for three hours. And you should definitely suspend your disbelief more than usual to enjoy all of the film. That being said, despite it's weak and simple story, I thought the third act was handled really really well and is definitely the strongest part of the film, with the best fight choreography and set pieces.

I really like the underground world of assassins and hitmen, and how everyone respects and operates within the rules, it really gives the universe more depth and sets it apart from being just another generic action film, and it helps inform the action throughout the film.

The film could've definitely benefited from being 30 minutes shorter, maybe at the start or the middle, some action sequences could've been cut shorter to make them more tense or not to lose the attention span of the audience (zay ref), as they can drag on for a bit too long.

I don't think I'd ever be able to rewatch it fully, but I would definitely rewatch a lot of scenes on their own. I think this should be the last John Wick film, have the franchise end on a high note, both critically and commercially, but it probably won't be. They should outsource the stunt team and have them work on other action/adventure films that have stronger stories but lack interesting set pieces.

The cinematography is so beautiful, the sets and overall production design actually feels like they spent their $100 million dollar budget wisely and not on a fancy green screen (except for the final sequence at the church).

I went in looking for some good action, and I got what I wanted, and for that I feel very satisfied."
7,"John Wick: Chapter 4 is a love letter to action film-making and every action cinema lover's wet dream. The cinematography is Oscar-worthy, and the neo-noir genre has never looked better on the big screen as the bold and vibrant colors make each scene pop. The action choreography utilizes 100% of each and every set design used in the film to incorporate drama, thrill and also comedy. This movie has everything you could ever ask for - guns, knives, nun chucks, katanas, martial arts, cars, flamethrowers, bare hands etc. The stunt work is jaw-dropping and adrenaline inducing, especially a stunt that was performed on a staircase on the later half of the movie. It's pure gold."""
1,"The entire plot of this movie was utterly meaningless. John Wick accomplishes absolutely nothing aside from getting all of his friends killed in his efforts to get away from the High Table, and all that sacrifice was meaningless in the end. From the way that the characters kept claiming that you can't change your nature, and how nothing meaningful changed in the end, I can only conclude that the pointlessness was the point.

Should we try to better ourselves? No, says this movie. Should we try to better the world? No, you can't do that claims this movie.

People, this movie claims, are nothing more than idiotic sheep that will just keep doing what they are doing, even as people are being brutally murdered right before their eyes. I remembered enjoying the first movie, but giving money to this disgusting piece of propaganda was a mistake."
9,"Best John Wick Movie so far. More actions in the movie. More interesting story. And mostly the last battle that's like the cowboy movie. 1v1. Men to men. So many places to get highlighted. And for god sake John Wick is frkin immortal. Enemy keep missing shots after shots. And there is Donnue Yen. One of my favorite actor. The battle music is very great. And mostly I like the part when the camera rotates like a FPS Tournament. They give you some rotating sort of effect and a top camera view. Totally like FPS tourney'and yes John Wick still love dogs. Best 2023 movie so far. But sadly it showed that Wick is dead. But hey, gotta be another movie because, Wick once faked his death (kind of). So looking forward to next part of this movie (If it's really another part)."
9,"John Wick 4 is the latest installment of the popular action franchise starring Keanu Reeves as the unstoppable assassin. The movie follows Wick as he tries to clear his name and defeat a new enemy, Marquis, who has taken over the High Table, the organization that rules the underworld. Along the way, Wick faces old friends and foes, travels across the globe, and engages in spectacular fight scenes.

The movie is a feast for action fans, as it delivers some of the most impressive and inventive action sequences ever seen on screen. The choreography, cinematography, and sound design are all top-notch, creating a visceral and thrilling experience. Keanu Reeves is charismatic and convincing as Wick, showing both his physical prowess and his emotional vulnerability. The supporting cast is also excellent, with Donnie Yen, Laurence Fishburne, Hiroyuki Sanada, and Bill Skarsgard among the standouts.

However, the movie is not without its flaws. The plot is thin and convoluted, relying on a lot of exposition and contrivances to move the story forward. The movie also suffers from being too long and overstuffed, as it tries to cram in too many characters, locations, and subplots. Some of the scenes drag on for too long, losing their impact and excitement. The movie also lacks a sense of finality, as it sets up potential spin-offs and sequels instead of giving a satisfying conclusion.

Overall, John Wick 4 is a highly entertaining action film that showcases Keanu Reeves' star power and skill. It is not a perfect film, but it is a fun and exhilarating ride that will keep you on the edge of your seat. If you are a fan of the franchise or of action movies in general, you will enjoy John Wick 4."
8,"WOW!

Mega-cool fight scenes (no wonder when Marko ZAROR and Scott ADKINS are part of the cast), magnificent sets (gorgeous: the cherry blossoms and the Shogun Museum in Osaka), beautiful shots (the fight scenes from above: great!) and then that Ride in the humming roundabout at the Triumphal Arch followed by a climb up the stairs to the Sacre-Coeur! Chad STAHELSKI knows exactly what he wants. And he delivers mercilessly!

But STUDIO BABELSBERG takes the cake with the magnificent backdrop of the Berlin club HIMMEL UND HÖLLE. Just big! Plus Scott ADKINS with the performance (and mask) of his life! You have to see how the dancers in the club integrate the beating, shooting and murdering killers into their own performances (better yet: ignore them)! It is breathtaking how STUDIO BABELSBERG has developed since the mega success of THE PIANIST (Golden Palm, several OSCARs). I definitely won't be able to forget this set.

The story? Well, as usual. Completely different things matter here. A discovery for me is Shamier ANDERSON with his cuddly dog. I'm glad I saw this battle record on the big screen!"
9,"With most film franchises, the more films they make the worse they get with franchises like Mission: Impossible being the standout exception. The John Wick series can now be added to that list. Not only is this film fantastic, it's also easily the best film in the series. The John Wick have always excelled in their action scenes and this is no different here. In fact, the action here in my opinion is a series best which I was surprised to saying walking out of this film. Every set-piece is unique and creative in somehow. Whether it's Berlin's night club or literally most of the city of Paris, the action always finds a way to one up itself. Each scene is so amazingly well coordinated that it's kind of insane that this movie works at all. Some highlights from the action include the apartment fight in the third act and also the dreaded stair scene which will confuse people who don't know what I'm talking about but to the people who have... you know. It also helps that the directing and cinematography are great. Each shot feels meticulously planned out and other than doing what it needs to do, it makes the shot look beautiful as well. The apartment scene is in a top down perspective almost the entire time and it's such a great way to film the scene. Something else that I really liked a lot was the use of color. Each action scene feels like they have a unique color palette that helps each scene stand out from the previous one. The story here is also really fun too. It follows John Wick finally trying to get out of the business for good and his journey to do that. All the characters are really great additions. Bill Skarsgård makes for a really fun villain with some impeccable drip and Donnie Yen's blind character Caine also serves as one of the franchises best characters. I wouldn't be upset if he got his own spin-off. My only slight issue with it is that the film is 2 hours and 50 minutes and it really doesn't need to be that long and that none of the performances are amazing but that doesn't matter a whole lot to me for this franchise. I would very highly recommend this especially if you love action movies or the John Wick movies in general."
7,"The long-awaited John Wick 4 took a while, but it's finally here. Previous films left the story a little aside to focus much more on the action scenes and with this new release they have taken that even further. The story is simple, it works well, but it's not the main focus. The choreography is wonderful and all the fight scenes are different from the others, which makes them not so tiring. The pace is very frantic and that's wonderful, because it's almost three hours of film. At the beginning it is a little tiring and in fact they could be faster, but the rest is impeccable. Like its predecessors, this is not a masterpiece of cinema, but it works very well as an action film with incredible scenes."
9,"Basically it's an amazing movie (movies) I really enjoy them all around. What really annoys me is the fact, in almost, all of the movies the gun John Wick has, probably the magazine is around 12-15 bullets a round, however he shouts 55 billions shots before reloading. Hence the title of the review.

Another thing that bother me P E R S O N A L L Y is that a production with this high budget cannot buy the original ""Paint in black"" by the Rolling Stones and the use some mediocre cover.

In conclusion, all of this, is my personal view, if it comes to me I will make every living soul watch this movie."
7,John wick chapter 4 was probably the best John wick yet it was alot better than chapter 3 for sure. Adding Donnie yen to the cast was a nice touch and him playing a blind man was incredible now that is something different his martial arts skills was incredible. The actor bill don't ask me to spell his second name because that is a mouthful lol but he did do an incredible job for the action probably the best action you will likely see in an action movie again incredible keanu reeves did an amazing job that's what got me liking keanu reeves after seeing the first chapter the scene at the end was different and in my opinion spoiled it a little bit.
8,". . . are extremely dangerous, rife with gun violence, killer cars, lethal martial arts and mortally slashing blades. As I pointed out in my LITTLE MERMAID comment, squelched, muzzled and stymied by the Dizzy Mega Corporation and its internet lackeys, the original L. M. title character in Copenhagen harbor has been beheaded twice, disarmed and even blown up into the harbor. To maintain American Rights to Free Speech, I hand out fact sheets with the details of all this violence in Times Square from noon to 1 PM weekdays, and on the Venice Beach bike path at five on Saturdays. A typical American such as JOHN WICK cannot even walk down a street in Europe or Asia without being assaulted by hordes of violent thugs. This has been the experience of my family and most other Americans as well."
7,"I have seen all the John Wick movies from 1 to 3 so I understand and follow the story. All the movies have something in common, gunfight in a club scene with techno music. Is it because the producer used to go clubbing when he was young? I have no idea but it is cool.

My thoughts on the 4th movie, it is good but the suspense is gone. When I finished watching the 1st movie, I looked forward to see the 2nd movie. But after the 3rd movie, I was thinking the producer was just trying too hard to push it to the 4th. There is one scene in the 4th movie that is unnecessary. I dont like the gun fight at the stairs near the church. It is just unrealistic and taking too long. There were like 100 bad guys against the Terminator? About the ending, well, confusing. What happened? It is not clear. Overall, it is good but not as good as the 2nd movie.

Thanks for reading...."
1,"Throwing a gun at somebody hurts them more than shooting them with a bullet, apparently. The action sequences look like dance choreography. And a blind man proves humans don't need eyes for anything, much less shooting or sword play or ""watching"" loved ones. This is an utterly ridiculous piece of garbage. This is not Cinema. This is just shoot, kick, slay and whatever other crap you can come up with. And it lasts a whopping 2 hours and 49 minutes. Whoever finishes watching this must be given a gift, surely.

There Are Video Games And There Are Movies, What Is This? For this is just not cinema, Period."
8,"Baba Yaga is back and is so ruthless that you won't be able to get your eyes of him.

This movie raised the bar for action movies to a whole new level.

The movie delivers exactly what the fans want, i.e., insane action.

John wick with guns. John wick with nunchucks. John wick in cars. John wick on bikes. Everything what fans want.

Now talking about the plot, it was not engaging enough. Well that's always been a problem or rather we can say one of the lesser focused aspects of the franchise.

Most of the charecters were under-utilised except Donnie Yen.

Few moments were there where you will notice that there is no logic and basically John wick is a superhuman but the action is soooo well choreographed that it steals the show.

Overall it's a really entertaining movie.

I would not say it's the best of the franchise but yes I can say it is one of the best action movies ever made.

Last but not the least, Keanu Reeves is a treat to watch."
9,"After a drop off in story quality a bit with parts 2 and 3, John Wick is doing what he does best - building up a huge body count.

A totally coherent plot is not necessary for these. However it is nice to see a modicum of effort involved. Our story here will not win any awards, but it's just a series of flimsy excuses to have endless fight scenes play out. Lots of ammunition is expended, lots of people are kicked, thrown around and punched. And if you enjoy seeing people meeting an unfortunate encounter with a vehicle (moving or stationary), you will not be disappointed.

All the John Wick films have a 1990's era Homg Kong action movie vibe. Other than maybe the first, this one captures that feel the best of the bunch."
9,"John Wick 1-3 made everyone always ask how the next one could top this one. Not only have the films created longer, more unique, and brutal action scenes, but they have increasingly developed the John Wick world. The audience showing their love for the unrealistic has propelled the franchise to lean more towards the absurdity, and deepening the John Wick world into that where normality in John Wick 4 is impossible in the real world.

Approaching the 4th chapter, you have to accept the rules in the John Wick world, not as faults in the screenplay, but as a necessary characteristic of storytelling that supports the extensive action scenes that we come to expect. John Wick 4's success is measured in how it succeeds with what it wants to fulfill for the audience, which is a stunning visual/auditory experience mixed with extended fun action scenes. The story between action is more about using characters and their methodology to expand your knowledge of this world. Sure, John has a goal, but it's purposely 3rd nature as it more or less is shaped by others around him.

None of the movies have cared much about a deep story. John Wick 4 carries this tradition as well as seeing if it can succeed by moving the goal posts to see how far they can take the action. The lengthy run time flies by, thereby exemplifies how well the film succeeds with the action. It answers the question how could the other movies be topped. Now, how can John Wick 4 be topped?"
8,"Morale of the story, don't mess with anyone's dog. With the price on his head ever increasing, legendary hit man John Wick takes his fight against the High Table global as he seeks out the most powerful players in the underworld, from New York to Paris to Japan to Berlin.

Action, action, and even more action! What I really didn't like about the previous movie was that it was just oriented around the action and the story was just not there. However, we get the best of both parts in this movie. There were so many action scenes and they were all pretty long making them even more exciting and fun. The movie was also visually beautiful. Keanu Reeves as always puts on a great performance especially in the action scenes, in which, by the way, he does approximately all his stunts. The supporting cast was also so good, including the antagonist and the unexpected characters/cameos.

The ending was amazing; very fulfilling, exciting, and shocking. Although it was a fun journey, the 3 hours run time was a bit too long leaving me very drained at the end of the movie.

Score: 8.5/10."
6,"This movie is not a masterpiece. It's fun cinema and skilled action choreography, yes it is.

BUT not a masterpiece.

For it to be that, it would need to: 1. Have a runtime of 2hrs (Not the bloated, self indulgent 3hrs that is) EDIT more!

2. Less of John Wick falling from buildings, diving out of windows and especially falling down the STAIRS!...just LESS of all that!...its like he has Fast n Furious or Xmen or super soldier powers...or did he sell his soul to the devil? Death walks, sure i get....but it's just too much sometimes and it becomes corny, less dangerous or no consequences.

That ridiculous Stairs scene became like a Mel Brooks movie to me (a joke, the wrong tone) 3. It needs Better writing.. with at least a dozen quotable quotes, that stay with you (like Aliens or Die Hard has n does)... Can anyone think of any awesome quotes besides his ""Yeahhh""? I cant.

4. Also, Donny Yen should not of been blind, it was too unbelievable all the time, He was an equal to Daredevil? No, he didnt have superpowers sonar radar.....However, his character was cool and i enjoyed him, but i would of enjoyed him even more if he could see. He could of been a cocky but most skilled ninja without being blind.

LOL, i kept expecting him to say ""The Fowce"" ;)

Also it would benefit to occasionally be little bit more raw and dusty, less polished and Slick ALL THE TIME (the first Chapter was like that ;)

for me 6.7/10."
8,"This is the movie I have waited for long and it didn't disappoint me. I think this movie is better than all john wick movies and some action movies, how it is better? This movie is funny than all previous john wick movies and action scenes is amazing (Cinematic,Production etc. Is also great). For sure this is a great movie but it is not good enough. Some scenes such as the Shimazu dying scene is not sad as the scene intended, because, this movie is a lot more action scene that make the story progression slower and make the movie longer and make it a little bit boring. [(8/10) my eng is bad lol)"
6,"First of let's just get this out of the way, the action is great in this movie. It's precisely as expected: brutal in some ways, artful in others. Unfortunately, at certain points you really have to wonder if they ran out of choreographers when the fights seem to drag on rather excessively and without much variation. Improvised weaponry was rarer than before, and you'd kind of expect some variety in it. Most of all, some of the choreography is downright lazy. There are points in fight scenes where men wearing Kevlar lined 3 piece suits take multiple bullets, which make little sparks and they're otherwise unfazed. They wrote John this absurd trick where he holds up his suit jacket like Batman's cape and now he's magically immune to bullets. Each movie departed from realism a bit more; this chapter just threw it in the trash. It's just a superhero movie without powers.

Now the story, on the other hand, leaves much more to be desired. The pacing is incredibly slow, to the point where you sometimes just lose the plot entirely. Very few familiar characters spend more than a few minutes on screen, and the new characters who hog the spotlight are shallow and forgettable.

Lastly, the pacing is awful, in some part due to the large run time. Fight scenes drag on far too long, while most conversations are so short and unsubstantial that they might as well not have occurred at all. I truly hope this was studio pressure, and that Stahelski releases a director's cut to remedy this. I can only assume there's dialog and complex choreography that were cut in lieu of the popcorn stuff."
9,"Last year, I watched & reviewed the John Wick films for the first time and was blown away, so going into Chapter 4 I had high expectations and it definitely did not disappoint.

The action is just phenomenal, this franchise truly is one of the best action franchises out there. I mean that 3rd act set in Paris is just a wild ride of jaw dropping awesomeness. What John Wick does with the Dragon's Breath shot gun🔥

All the new cast members are fantastic be that Rina Sawayama, Scott Adkins, Shamier Anderson...the list goes on, but it's Donnie Yen's Caine that is the standout.

Add to that gorgeous cinematography, top notch sound & production design, great locations and the most compelling storytelling of the four.

John Wick: Chapter 4 is absolute must watch. Truly an exceptional franchise!"
7,"Honestly, i enjoyed it a lot. I wasn't overly fond of the 2nd and 3rd movies because they felt a bit repetitive and predictable, this 4th one might actually be the best John Wick movie. The ""John Wick-verse"" keeps expanding, and i really enjoyed the worldbuilding. It felt like there was a more proper storyline, which was a nice change.

I did have one major issue though, and if it wasn't for that i would have LOVED THIS MOVIE . Unfortunately there was 1 MAJOR ISSUE. It made it really weird to watch, and did take me out of the experience. This movie doesn't even pass THE BECHDALE TEST and that is a LOW. BAR.

If it had been the other way around, and the director forgot there are actually more than 1 man per 100th woman i'm certain there would be comments about it everywhere.

Other than the fact that the movie seem to have a hard time realising that the distribution of men and women is about 50:50, there were a number of things that i really liked,

I really love some good action choreography and stunts, and letting Donnie Yen do his thing- both choreographing and doing action/stunts really was the best part of the movie. Keanu Reeves and his stunt double sure does their best, but it doesn't really compare to the speed and precision of a lifelong martial artist. I'd absolutely watch a spin-off based around ""Cane"".

Additionally, it was enjoyable on a purely aesthetic level. Locations colors and the framing of the shots were well executed, and i loved it. Additionally the music choices were good, fitting the vibe and really enhanced the ""story""."
1,"John wick can crash agains 10 s of card, roll down flight of stairs multiple times and still survive.

Avoid the movies at all costs, and not mention hundreds of people of shooting at him one after the other and still does not die. John wick is basically in god mode in the movie.

John wick can crash agains 10 s of card, roll down flight of stairs multiple times and still survive.

Avoid the movies at all costs, and not mention hundreds of people of shooting at him one after the other and still does not die. John wick is basically in god mode in the movie. Totally avoid it at all costs, unless you have nothing else on earth to do."
9,"John Wick 4 continues the adrenaline-fueled saga of the infamous hitman, and while it delivers on the intense action sequences that fans have come to expect, it falls slightly short when it comes to the overall storytelling. As a devoted fan of the franchise, I was left somewhat disappointed by the lack of a compelling narrative, but the sheer excitement and well-choreographed fight scenes managed to salvage the viewing experience.

One of the major strengths of the John Wick series has always been its captivating storylines, woven intricately into a world of assassins and complex underworld politics. Unfortunately, in this installment, the narrative feels somewhat thin and fails to provide the same level of depth we have grown accustomed to. The plot lacks the intricate layers and surprises that made the previous films so memorable. It feels like a missed opportunity to further explore the fascinating mythos surrounding John Wick and the High Table.

That being said, where the film does excel is in its action sequences. John Wick 4 undoubtedly delivers on its promise of heart-pounding, jaw-dropping fights. The choreography is exceptional, showcasing Keanu Reeves' undeniable skills and the dedication of the entire stunt team. Every battle is meticulously crafted and executed, leaving audiences on the edge of their seats. The film manages to find innovative ways to showcase Wick's resourcefulness and combat prowess, ensuring that fans of the franchise won't be disappointed.

Aside from the action, the film's production values are top-notch. The stylish cinematography, coupled with the sleek and visually captivating set designs, creates a gritty and immersive world. The attention to detail in creating a consistent aesthetic is commendable, and it further adds to the overall enjoyment of the film.

Although the story may not have lived up to expectations, John Wick 4 still manages to entertain with its relentless action and gripping fight scenes. Fans of the franchise will undoubtedly find pleasure in witnessing Wick's legendary skills once again. However, it is worth noting that newcomers to the series might struggle to fully appreciate the film without the context provided by the previous installments."
8,"John Wick is back, and the fourth installment in the action-packed franchise, John Wick Chapter 4, raises the bar even higher. Directed by Chad Stahelski, this adrenaline-fueled thrill ride takes audiences on a non-stop action extravaganza, delivering on all fronts and satisfying fans of the series.

From the first frame, John Wick Chapter 4 wastes no time in plunging viewers into the heart-pounding world of assassins and high-stakes conflicts. The film seamlessly picks up where its predecessor left off, continuing the story of the legendary hitman, John Wick, brilliantly portrayed by Keanu Reeves. As expected, Reeves delivers another captivating performance, effortlessly embodying the relentless and enigmatic character that has become synonymous with his name.

The action sequences in John Wick Chapter 4 are nothing short of breathtaking. Stahelski, known for his exceptional stunt work, elevates the bar yet again, presenting audiences with meticulously choreographed fight scenes that are a sheer joy to watch. The film showcases a wide range of combat styles, from hand-to-hand combat to gunplay, and each sequence is executed with precision and intensity. The use of practical effects and minimal CGI enhances the visceral nature of the action, allowing viewers to fully immerse themselves in the brutal and exhilarating world of John Wick.

In addition to the jaw-dropping action, John Wick Chapter 4 further expands the rich mythology of the series. The film delves deeper into the hidden world of assassins, exploring the intricate web of organizations and codes they abide by. It introduces new characters and alliances, each with their own motivations and agendas, adding layers of intrigue and complexity to the narrative. The world-building is masterfully executed, seamlessly blending with the high-octane action to create a captivating and immersive cinematic experience.

While John Wick Chapter 4 is primarily known for its action sequences, the film also manages to strike an emotional chord. The character of John Wick is given more depth and vulnerability in this installment, allowing the audience to connect with him on a deeper level. Reeves effortlessly portrays the inner turmoil and grief that drive the character, adding emotional weight to the relentless violence. The film explores themes of redemption, loyalty, and the consequences of one's actions, making it more than just a mindless action flick.

The supporting cast in John Wick Chapter 4 is equally impressive. The film brings back familiar faces from the previous films, such as Ian McShane as Winston and Lance Reddick as Charon, who once again deliver stellar performances. The addition of new characters, including Donnie Yen as a fellow assassin and Rina Sawayama as a mysterious figure, brings fresh dynamics and injects new energy into the narrative. Each actor brings their A-game, elevating the film beyond its action-packed surface.

Visually, John Wick Chapter 4 is a treat for the eyes. The cinematography is stylish and dynamic, capturing the intensity and brutality of the fight sequences with flair. The production design is meticulous, creating distinct and immersive settings that enhance the world of the film. The use of lighting and color adds depth and atmosphere to each scene, creating a visually stunning experience.

If there's any drawback to John Wick Chapter 4, it would be that the plot occasionally takes a backseat to the action. While the story is engaging and serves as a solid foundation for the film, it sometimes feels overshadowed by the relentless onslaught of fight scenes. However, for fans of the franchise, this may be a minor quibble, as the action is undeniably a major draw.

In conclusion, John Wick Chapter 4 is a relentless and pulse-pounding addition to the franchise that will leave audiences breathless. With its mesmerizing action sequences, intricate world-building, and emotionally resonant storytelling, the film cements John Wick's status as one of the most iconic action heroes of our time. Chad Stahelski's masterful direction, combined with Keanu Reeves' magnetic performance, creates a cinematic experience that is a must-see for action aficionados. Strap in for a wild ride, as John Wick Chapter 4 delivers on its promise of thrilling and unrelenting entertainment."
9,"After chapter 3 of the Wick series, I had set my expectations down a bit. It missed a lot of the best things which were present in the previous movies. But Chapter 4 delivered...and in what manner.

All the missing elements are back and in better form - the music, action which surprises you, the moments where people just sit and talk (instead of overwhelming you with non-stop action) and new likeable characters. New elements to the mix are some creative camera angles and excellent use of cars in action scenes making you sit on the edge of seat.

Easily the best action movie I recall in recent times(besides Mad Max: Fury Road). This is worth watching many times on the big screen !"
9,"This franchise is the first franchise EVER!! To get better with every sequel. I loved ""John Wick"" thought it was a decent action/martial arts movie... then came the second movie. Finally, something that dares stand out in the actionscene since the matrix, but chad wasn't happy there! He knew Keanu had some more fights in him, therefore he made chapter three. Chapter three was epic, legendary, awestrucking, I loved every minute. But stahelski wasn't done there, he amps both the lore, story and the action. John wick chapter 4 is the best sequel to a franchise I've ever seen(if you like action/martial arts). Matrix fans like me will at very least enjoy it!"
7,"I couldn't wait for this to come out but I was quickly reminded why the first one was and always will be the best. This might have been the worst of the 4 movies.

John Wick's legend and mystery has been reduced to a long series of fight scenes. While impressive they were just adrenaline dumps. Once the pace calms down you realize there is no substance here.

John Wick wants out and they won't allow it. Literally the same plot since the first movie. I would have preferred a backstory of John WIck becoming the Baba Yaga that has people shaking in their boots. The end of the series should be either he dies or he dismantles the whole organization. Instead this movie leaves it open for another paycheck in case Keanu wants another shot.

Definitely recommend this for fans but it may fall a bit flat if you expected a blockbuster."
9,"For starters, you are here because you saw the 3 parts and now want to know if 4th was worth making. And I here, guarantee it was worth every paise/penny.

This is not just a killing machine movie like 3 others, this one promises some emotions, which is, on repeated basis, broken with a action sequence.

Donnie Yen, as it goes, gives everything behind his kicks, but I wish he did that in this. He was outstanding but, the way I love to see him was missing, yeah well that's my problem.

Action sequences, the stairs one in the end, was so perfectly filmed, I was wanting that sequence to not end at all. Marvelous.

The weary but focused John Wick is ready to 'Kill'em all' and he almost did. But, I won't say much, go watch this."
6,"Oh boy, where do I even start with John Wick 4? This movie was an absolute masterpiece. The filmmakers really outdid themselves with this one, and not in a good way. I mean I'm crazy about this franchise but this one left me disappointed.

First off, there was absolutely no flow to the movie. It was like the filmmakers just threw a bunch of random scenes together and called it a day. Two of my friends actually fell asleep during the movie. I mean, who needs heart-pumping, adrenaline-fueled fights when you can have characters just standing around and talking for no reason?

And speaking of boring content, there was plenty of that in this movie. And apparently I wasn't the only one suffering, because someone in the movie theater actually soiled themselves. Yep, you read that right. John Wick 4 was so bad that it caused bodily functions to malfunction.

All in all, I would say that John Wick 4 was the worst of the franchise. But hey, at least it had some redeeming qualities, like the fact that it was over and I could leave the theater. So if you're looking for a movie to put you to sleep or make you lose control of your bowels, then John Wick 4 is the perfect choice for you."
